"cases_time_series__dailyconfirmed","cases_time_series__dailydeceased","cases_time_series__dailyrecovered","cases_time_series__date","cases_time_series__dateymd","cases_time_series__totalconfirmed","cases_time_series__totaldeceased","cases_time_series__totalrecovered","statewise__active","statewise__confirmed","statewise__deaths","statewise__deltaconfirmed","statewise__deltadeaths","statewise__deltarecovered","statewise__lastupdatedtime","statewise__migratedother","statewise__recovered","statewise__state","statewise__statecode","statewise__statenotes","tested__dailyrtpcrsamplescollectedicmrapplication","tested__firstdoseadministered","tested__frontlineworkersvaccinated","tested__healthcareworkersvaccinated","tested__positivecasesfromsamplesreported","tested__samplereportedtoday","tested__seconddoseadministered","tested__source","tested__source2","tested__source3","tested__source4","tested__testedasof","tested__testsconductedbyprivatelabs","tested__totaldosesadministered","tested__totalindividualstested","tested__totalindividualsvaccinated","tested__totalpositivecases","tested__totalrtpcrsamplescollectedicmrapplication","tested__totalsamplestested","tested__totalsessionsconducted","tested__updatetimestamp"
"52479","775","32886","29 July ","2020-07-29","1584614","35018","1021559","","","","","","","","","","","","","467276","","","","","1098621","","http://twitter.com/ICMRDELHI/status/1303170261689094144","https://t.me/Covid19india_Auxiliary_Test_Data/2234","https://t.me/Covid19india_Auxiliary_Test_Data/2232","","07/09/2020","","","","","","26015395","50650128","","08/09/2020 09:00:00"
"54968","784","37425","30 July ","2020-07-30","1639582","35802","1058984","","","","","","","","","","","","","487554","","","","","1154549","","https://twitter.com/ICMRDELHI/status/1303528964766408704?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/2253","https://t.me/Covid19india_Auxiliary_Test_Data/2250","","08/09/2020","","","","","","26502949","51804677","","09/09/2020 09:00:00"
"57486","764","36554","31 July ","2020-07-31","1697068","36566","1095538","","","","","","","","","","","","","480433","","","","","1129756","","http://twitter.com/ICMRDELHI/status/1303895987639918595","https://t.me/Covid19india_Auxiliary_Test_Data/2271","https://t.me/Covid19india_Auxiliary_Test_Data/2269","","09/09/2020","","","","","","26983382","52934433","","10/09/2020 09:00:00"
"55117","854","51368","01 August ","2020-08-01","1752185","37420","1146906","","","","","","","","","","","","","474975","","","","","1163542","","http://twitter.com/ICMRDELHI/status/1304256905628585984","https://t.me/Covid19india_Auxiliary_Test_Data/2293","https://t.me/Covid19india_Auxiliary_Test_Data/2294","","10/09/2020","","","","","","27458357","54097975","","11/09/2020 09:00:00"
"52672","760","40355","02 August ","2020-08-02","1804857","38180","1187261","","","","","","","","","","","","","473131","","","","","1091251","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_12Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2317","https://t.me/Covid19india_Auxiliary_Test_Data/2315","","11/09/2020","","","","","","27931488","55189226","","12/09/2020 09:00:00"
"50488","806","43070","03 August ","2020-08-03","1855345","38986","1230331","","","","","","","","","","","","","444887","","","","","1071702","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_13Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2334","https://t.me/Covid19india_Auxiliary_Test_Data/2335","","12/09/2020","","","","","","28376375","56260928","","13/09/2020 09:00:00"
"51282","849","51220","04 August ","2020-08-04","1906627","39835","1281551","","","","","","","","","","","","","263973","","","","","978500","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_14Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2357","https://t.me/Covid19india_Auxiliary_Test_Data/2355","","13/09/2020","","","","","","28640348","57239428","","14/09/2020 09:00:00"
"56626","919","45583","05 August ","2020-08-05","1963253","40754","1327134","","","","","","","","","","","","","485458","","","","","1072845","","http://twitter.com/ICMRDELHI/status/1305699536300511232","https://t.me/Covid19india_Auxiliary_Test_Data/2377","https://t.me/Covid19india_Auxiliary_Test_Data/2375","","14/09/2020","","","","","","29125806","58312273","","15/09/2020 09:00:00"
"62170","899","50141","06 August ","2020-08-06","2025423","41653","1377275","","","","","","","","","","","","","496917","","","","","1116842","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_16Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2401","https://t.me/Covid19india_Auxiliary_Test_Data/2398","","15/09/2020","","","","","","29622723","59429115","","16/09/2020 09:00:00"
"61455","936","50387","07 August ","2020-08-07","2086878","42589","1427662","","","","","","","","","","","","","488309","","","","","1136613","","http://twitter.com/ICMRDELHI/status/1306426219882258433","https://t.me/Covid19india_Auxiliary_Test_Data/2419","https://t.me/Covid19india_Auxiliary_Test_Data/2420","","16/09/2020","","","","","","30111032","60565728","","17/09/2020 09:00:00"
"65156","875","52135","08 August ","2020-08-08","2152034","43464","1479797","","","","","","","","","","","","","416189","","","","","1006615","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_18Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2436","https://t.me/Covid19india_Auxiliary_Test_Data/2437","","17/09/2020","","","","","","30527221","61572343","","18/09/2020 09:00:00"
"62117","1013","54474","09 August ","2020-08-09","2214151","44477","1534271","","","","","","","","","","","","","477426","","","","","881911","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_19Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2453","https://t.me/Covid19india_Auxiliary_Test_Data/2451","","18/09/2020","","","","","","31004647","62454254","","19/09/2020 09:00:00"
"53016","887","47362","10 August ","2020-08-10","2267167","45364","1581633","","","","","","","","","","","","","454782","","","","","1206806","","http://twitter.com/ICMRDELHI/status/1307521264051912704","https://t.me/Covid19india_Auxiliary_Test_Data/2470","https://t.me/Covid19india_Auxiliary_Test_Data/2471","","19/09/2020","","","","","","31459429","63661060","","20/09/2020 09:00:00"
"61252","835","56461","11 August ","2020-08-11","2328419","46199","1638094","","","","","","","","","","","","","284397","","","","","731534","","http://twitter.com/ICMRDELHI/status/1307882901397073920","https://t.me/Covid19india_Auxiliary_Test_Data/2491","https://t.me/Covid19india_Auxiliary_Test_Data/2492","","20/09/2020","","","","","","31743826","64392594","","21/09/2020 09:00:00"
"67066","950","57759","12 August ","2020-08-12","2395485","47149","1695853","","","","","","","","","","","","","502378","","","","","933185","","http://twitter.com/ICMRDELHI/status/1308247067198799873","https://t.me/Covid19india_Auxiliary_Test_Data/2511","https://t.me/Covid19india_Auxiliary_Test_Data/2512","","21/09/2020","","","","","","32246204","65325779","","22/09/2020 09:00:00"
"64141","1006","54776","13 August ","2020-08-13","2459626","48155","1750629","","","","","","","","","","","","","477203","","","","","953683","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_23Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2535","https://t.me/Covid19india_Auxiliary_Test_Data/2536","","22/09/2020","","","","","","32723407","66279462","","23/09/2020 09:00:00"
"65610","989","56920","14 August ","2020-08-14","2525236","49144","1807549","","","","","","","","","","","","","467424","","","","","1156569","","http://twitter.com/ICMRDELHI/status/1308967193292365825","https://t.me/Covid19india_Auxiliary_Test_Data/2555","https://t.me/Covid19india_Auxiliary_Test_Data/2557?single","","23/09/2020","","","","","","33190831","67436031","","24/09/2020 09:00:00"
"63986","952","53116","15 August ","2020-08-15","2589222","50096","1860665","","","","","","","","","","","","","455629","","","","","1492409","","http://twitter.com/ICMRDELHI/status/1309329991100817409","https://t.me/Covid19india_Auxiliary_Test_Data/2597","https://t.me/Covid19india_Auxiliary_Test_Data/2595","","24/09/2020","","","","","","33646460","68928440","","25/09/2020 09:00:00"
"58096","952","57404","16 August ","2020-08-16","2647318","51048","1918069","","","","","","","","","","","","","449466","","","","","1341535","","http://twitter.com/ICMRDELHI/status/1309693135790854144","https://t.me/Covid19india_Auxiliary_Test_Data/2615","https://t.me/Covid19india_Auxiliary_Test_Data/2613","","25/09/2020","","","","","","34095926","70269975","","26/09/2020 09:00:00"
"54298","880","58172","17 August ","2020-08-17","2701616","51928","1976241","","","","","","","","","","","","","445709","","","","","987861","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_27Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2642","https://t.me/Covid19india_Auxiliary_Test_Data/2639","","26/09/2020","","","","","","34541635","71257836","","27/09/2020 09:00:00"
"65024","1099","60455","18 August ","2020-08-18","2766640","53027","2036696","","","","","","","","","","","","","280943","","","","","709394","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_28Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2661","https://t.me/Covid19india_Auxiliary_Test_Data/2662","","27/09/2020","","","","","","34822578","71967230","","28/09/2020 09:00:00"
"69196","979","59365","19 August ","2020-08-19","2835836","54006","2096061","","","","","","","","","","","","","588645","","","","","1142811","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_29Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2685","https://t.me/Covid19india_Auxiliary_Test_Data/2682","","28/09/2020","","","","","","35411223","73110041","","29/09/2020 09:00:00"
"68518","981","61873","20 August ","2020-08-20","2904354","54987","2157934","","","","","","","","","","","","","591125","","","","","1086688","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_30Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2709","https://t.me/Covid19india_Auxiliary_Test_Data/2707","","29/09/2020","","","","","","36002348","74196729","","30/09/2020 09:00:00"
"69029","953","62858","21 August ","2020-08-21","2973383","55940","2220792","","","","","","","","","","","","","581367","","","","","1423052","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_01Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2729","https://t.me/Covid19india_Auxiliary_Test_Data/2727","","30/09/2020","","","","","","36583715","75619781","","01/10/2020 09:00:00"
"70067","918","59101","22 August ","2020-08-22","3043450","56858","2279893","","","","","","","","","","","","","501362","","","","","1097947","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_02Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2742","https://t.me/Covid19india_Auxiliary_Test_Data/2743","","01/10/2020","","","","","","37085077","76717728","","02/10/2020 09:00:00"
"61749","846","56896","23 August ","2020-08-23","3105199","57704","2336789","","","","","","","","","","","","","382957","","","","","1132675","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_03Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2765","https://t.me/Covid19india_Auxiliary_Test_Data/2770","","02/10/2020","","","","","","37468034","77850403","","03/10/2020 09:00:00"
"59696","854","66305","24 August ","2020-08-24","3164895","58558","2403094","","","","","","","","","","","","","463646","","","","","1142131","","http://twitter.com/ICMRDELHI/status/1312595656842698753","https://t.me/Covid19india_Auxiliary_Test_Data/2784","https://t.me/Covid19india_Auxiliary_Test_Data/2782","","03/10/2020","","","","","","37931680","78992534","","04/10/2020 09:00:00"
"66873","1066","64151","25 August ","2020-08-25","3231768","59624","2467245","","","","","","","","","","","","","280597","","","","","989860","","http://twitter.com/ICMRDELHI/status/1312955037144891392","https://t.me/Covid19india_Auxiliary_Test_Data/2802","https://t.me/Covid19india_Auxiliary_Test_Data/2800","","04/10/2020","","","","","","38212277","79982394","","05/10/2020 09:00:00"
"75995","1017","56191","26 August ","2020-08-26","3307763","60641","2523436","","","","","","","","","","","","","505659","","","","","1089503","","http://twitter.com/ICMRDELHI/status/1313322633006473217","https://t.me/Covid19india_Auxiliary_Test_Data/2822","https://t.me/Covid19india_Auxiliary_Test_Data/2823","","05/10/2020","","","","","","38717936","81071797","","06/10/2020 09:00:00"
"76827","1066","59620","27 August ","2020-08-27","3384590","61707","2583056","","","","","","","","","","","","","501236","","","","","1199857","","http://twitter.com/ICMRDELHI/status/1313681967225794560","https://t.me/Covid19india_Auxiliary_Test_Data/2845","https://t.me/Covid19india_Auxiliary_Test_Data/2846","","06/10/2020","","","","","","39219172","82271654","","07/10/2020 09:00:00"
"76657","1019","64475","28 August ","2020-08-28","3461247","62726","2647531","","","","","","","","","","","","","510461","","","","","1194321","","https://twitter.com/ICMRDELHI/status/1314043766722891776/photo/1","https://t.me/Covid19india_Auxiliary_Test_Data/2870?single","https://t.me/Covid19india_Auxiliary_Test_Data/2868","","07/10/2020","","","","","","39729633","83465975","","08/10/2020 09:00:00"
"78479","943","64982","29 August ","2020-08-29","3539726","63669","2712513","","","","","","","","","","","","","499707","","","","","1168705","","http://twitter.com/ICMRDELHI/status/1314436130092150785","https://t.me/Covid19india_Auxiliary_Test_Data/2891","https://t.me/Covid19india_Auxiliary_Test_Data/2892","","08/10/2020","","","","","","40229340","84634680","","09/10/2020 09:00:00"
"79461","960","60422","30 August ","2020-08-30","3619187","64629","2772935","","","","","","","","","","","","","500344","","","","","1164018","","http://twitter.com/ICMRDELHI/status/1314769857041231873","https://t.me/Covid19india_Auxiliary_Test_Data/2909","https://t.me/Covid19india_Auxiliary_Test_Data/2907","","09/10/2020","","","","","","40729684","85798698","","10/10/2020 09:00:00"
"68766","816","64435","31 August ","2020-08-31","3687953","65445","2837370","","","","","","","","","","","","","469497","","","","","1078544","","http://twitter.com/ICMRDELHI/status/1315130096689111045","https://t.me/Covid19india_Auxiliary_Test_Data/2922","https://t.me/Covid19india_Auxiliary_Test_Data/2934","","10/10/2020","","","","","","41199181","86877242","","11/10/2020 09:00:00"
"78168","892","62145","01 September ","2020-09-01","3766121","66337","2899515","","","","","","","","","","","","","287718","","","","","994851","","https://twitter.com/ICMRDELHI/status/1315497605456039937/photo/1","https://t.me/Covid19india_Auxiliary_Test_Data/2943","https://t.me/Covid19india_Auxiliary_Test_Data/2950","","11/10/2020","","","","","","41486899","87872093","","12/10/2020 09:00:00"
"82860","913","67874","02 September ","2020-09-02","3848981","67250","2967389","","","","","","","","","","","","","581322","","","","","1073014","","http://twitter.com/ICMRDELHI/status/1315855012623335424","https://t.me/Covid19india_Auxiliary_Test_Data/2963","https://t.me/Covid19india_Auxiliary_Test_Data/2964","","12/10/2020","","","","","","42068221","88945107","","13/10/2020 09:00:00"
"84156","979","67491","03 September ","2020-09-03","3933137","68229","3034880","","","","","","","","","","","","","576342","","","","","1145015","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_14Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2986","https://t.me/Covid19india_Auxiliary_Test_Data/2984","","13/10/2020","","","","","","42644563","90090122","","14/10/2020 09:00:00"
"87115","950","69625","04 September ","2020-09-04","4020252","69179","3104505","","","","","","","","","","","","","554307","","","","","1136183","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_15Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2999","https://t.me/Covid19india_Auxiliary_Test_Data/3000","","14/10/2020","","","","","","43198870","91226305","","15/10/2020 09:00:00"
"90600","916","73161","05 September ","2020-09-05","4110852","70095","3177666","","","","","","","","","","","","","494383","","","","","1028622","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_16Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/3020","https://t.me/Covid19india_Auxiliary_Test_Data/3018","","15/10/2020","","","","","","43693253","92254927","","16/10/2020 09:00:00"
"91725","1005","69630","06 September ","2020-09-06","4202577","71100","3247296","","","","","","","","","","","","","484845","","","","","999090","","http://twitter.com/ICMRDELHI/status/1317307451083878401","https://t.me/Covid19india_Auxiliary_Test_Data/3041","https://t.me/Covid19india_Auxiliary_Test_Data/3039","","16/10/2020","","","","","","44178098","93254017","","17/10/2020 09:00:00"
"75015","1129","74116","07 September ","2020-09-07","4277592","72229","3321412","","","","","","","","","","","","","427118","","","","","970173","","http://twitter.com/ICMRDELHI/status/1317670159289516034","https://t.me/Covid19india_Auxiliary_Test_Data/3059","https://t.me/Covid19india_Auxiliary_Test_Data/3060","","17/10/2020","","","","","","44605216","94224190","","18/10/2020 09:00:00"
"89855","1107","74608","08 September ","2020-09-08","4367447","73336","3396020","","","","","","","","","","","","","262975","","","","","859786","","http://twitter.com/ICMRDELHI/status/1318037255374602240","https://t.me/Covid19india_Auxiliary_Test_Data/3078","https://t.me/Covid19india_Auxiliary_Test_Data/3079","","18/10/2020","","","","","","44868191","95083976","","19/10/2020 09:00:00"
"95536","1168","73062","09 September ","2020-09-09","4462983","74504","3469082","","","","","","","","","","","","","495081","","","","","1032795","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_20Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/3100","https://t.me/Covid19india_Auxiliary_Test_Data/3101","","19/10/2020","","","","","","45363272","96116771","","20/10/2020 09:00:00"
"96762","1213","70904","10 September ","2020-09-10","4559745","75717","3539986","","","","","","","","","","","","","485536","","","","","1083608","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_21Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/3119","https://t.me/Covid19india_Auxiliary_Test_Data/3117","","20/10/2020","","","","","","45848808","97200379","","21/10/2020 09:00:00"
"97655","1202","81456","11 September ","2020-09-11","4657400","76919","3621442","","","","","","","","","","","","","502194","","","","","1469984","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_22Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/3141","","","21/10/2020","","","","","","46351002","98670363","","22/10/2020 09:00:00"
"94414","1111","77862","12 September ","2020-09-12","4751814","78030","3699304","","","","","","","","","","","","","477515","","","","","1442722","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_23Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/3162","https://t.me/Covid19india_Auxiliary_Test_Data/3160","","22/10/2020","","","","","","46828517","100113085","","23/10/2020 09:00:00"
"93220","1140","77748","13 September ","2020-09-13","4845034","79170","3777052","","","","","","","","","","","","","441068","","","","","1269479","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_24Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/3181","https://t.me/Covid19india_Auxiliary_Test_Data/3179","","23/10/2020","","","","","","47269585","101382564","","24/10/2020 09:00:00"
"81913","1054","79213","14 September ","2020-09-14","4926947","80224","3856265","","","","","","","","","","","","","368626","","","","","1140905","","https://twitter.com/ICMRDELHI/status/1320208228383256579?s=20","https://t.me/Covid19india_Auxiliary_Test_Data/3201","https://t.me/Covid19india_Auxiliary_Test_Data/3199","","24/10/2020","","","","","","47638211","102523469","","25/10/2020 09:00:00"
"91098","1281","82849","15 September ","2020-09-15","5018045","81505","3939114","","","","","","","","","","","","","206259","","","","","939309","","http://twitter.com/ICMRDELHI/status/1320569378073554945","https://t.me/Covid19india_Auxiliary_Test_Data/3218","https://t.me/Covid19india_Auxiliary_Test_Data/3236","","25/10/2020","","","","","","47844470","103462778","","26/10/2020 09:00:00"
"97860","1140","82924","16 September ","2020-09-16","5115905","82645","4022038","","","","","","","","","","","","","342295","","","","","958116","","http://twitter.com/ICMRDELHI/status/1320932027005165570","https://t.me/Covid19india_Auxiliary_Test_Data/3241","https://t.me/Covid19india_Auxiliary_Test_Data/3239","","26/10/2020","","","","","","48186765","104420894","","27/10/2020 09:00:00"
"96787","1175","87788","17 September ","2020-09-17","5212692","83820","4109826","","","","","","","","","","","","","471156","","","","","1066786","","http://twitter.com/ICMRDELHI/status/1321290607042637825","https://t.me/Covid19india_Auxiliary_Test_Data/3267","https://t.me/Covid19india_Auxiliary_Test_Data/3265","","27/10/2020","","","","","","48657921","105487680","","28/10/2020 09:00:00"
"92973","1221","95515","18 September ","2020-09-18","5305665","85041","4205341","","","","","","","","","","","","","485050","","","","","1075760","","http://twitter.com/ICMRDELHI/status/1321659225051865090","https://t.me/Covid19india_Auxiliary_Test_Data/3288","https://t.me/Covid19india_Auxiliary_Test_Data/3291","","28/10/2020","","","","","","49142971","106563440","","29/10/2020 09:00:00"
"92574","1149","94389","19 September ","2020-09-19","5398239","86190","4299730","","","","","","","","","","","","","480554","","","","","1164648","","http://twitter.com/ICMRDELHI/status/1322020841295552515","https://t.me/Covid19india_Auxiliary_Test_Data/3321","","","29/10/2020","","","","","","49623525","107728088","","30/10/2020 09:00:00"
"87395","1135","92926","20 September ","2020-09-20","5485634","87325","4392656","","","","","","","","","","","","","417053","","","","","1067976","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_31Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/3349","","","30/10/2020","","","","","","50040578","108796064","","31/10/2020 09:00:00"
"74493","1056","102070","21 September ","2020-09-21","5560127","88381","4494726","","","","","","","","","","","","","455151","","","","","1091239","","http://twitter.com/ICMRDELHI/status/1322743671599501313","https://t.me/Covid19india_Auxiliary_Test_Data/3390","","","31/10/2020","","","","","","50495729","109887303","","01/11/2020 09:00:00"
"83362","1085","89657","22 September ","2020-09-22","5643489","89466","4584383","","","","","","","","","","","","","287501","","","","","855800","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_02Nov2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/3419","","","1/11/2020","","","","","","50783230","110743103","","02/11/2020 09:00:00"
"86703","1123","87459","23 September ","2020-09-23","5730192","90589","4671842","","","","","","","","","","","","","509065","","","","","1046247","","http://twitter.com/ICMRDELHI/status/1323472917510811649","https://t.me/Covid19india_Auxiliary_Test_Data/3461","","","2/11/2020","","","","","","51292295","111789350","","03/11/2020 09:00:00"
"85921","1144","81142","24 September ","2020-09-24","5816113","91733","4752984","","","","","","","","","","","","","491598","","","","","1209609","","http://twitter.com/ICMRDELHI/status/1323831899815469056","","","","3/11/2020","","","","","","51783893","112998959","","04/11/2020 09:00:00"
"85717","1093","93331","25 September ","2020-09-25","5901830","92826","4846315","","","","","","","","","","","","","469345","","","","","1209425","","http://twitter.com/ICMRDELHI/status/1324191902778880000","","","","4/11/2020","","","","","","52253238","114208384","","05/11/2020 09:00:00"
"88759","1124","92365","26 September ","2020-09-26","5990589","93950","4938680","","","","","","","","","","","","","481437","","","","","1220711","","http://twitter.com/ICMRDELHI/status/1324573683118006275","","","","5/11/2020","","","","","","52734675","115429095","","06/11/2020 09:00:00"
"82770","1040","74691","27 September ","2020-09-27","6073359","94990","5013371","","","","","","","","","","","","","485998","","","","","1113209","","http://twitter.com/ICMRDELHI/status/1324920723220037632","","","","6/11/2020","","","","","","53220673","116542304","","07/11/2020 09:00:00"
"69669","775","85198","28 September ","2020-09-28","6143028","95765","5098569","","","","","","","","","","","","","458271","","","","","1194487","","http://twitter.com/ICMRDELHI/status/1325288495703732224","","","","7/11/2020","","","","","","53678944","117736791","","08/11/2020 09:00:00"
"80500","1178","86150","29 September ","2020-09-29","6223528","96943","5184719","","","","","","","","","","","","","273283","","","","","835401","","http://twitter.com/ICMRDELHI/status/1325646872417988608","","","","8/11/2020","","","","","","53952227","118572192","","09/11/2020 09:00:00"
"86748","1179","85274","30 September ","2020-09-30","6310276","98122","5269993","","","","","","","","","","","","","506379","","","","","1043665","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_10Nov2020.pdf","","","","9/11/2020","","","","","","54458606","119615857","","10/11/2020 09:00:00"
"81784","1099","78731","01 October ","2020-10-01","6392060","99221","5348724","","","","","","","","","","","","","480849","","","","","1153294","","http://twitter.com/ICMRDELHI/status/1326365809195716609","","","","10/11/2020","","","","","","54939455","120769151","","11/11/2020 09:00:00"
"79883","1068","76339","02 October ","2020-10-02","6471943","100289","5425063","","","","","","","","","","","","","477723","","","","","1193358","","https://twitter.com/ICMRDELHI/status/1326732107004084224","","","","11/11/2020","","","","","","55417178","121962509","","12/11/2020 09:00:00"
"75479","937","81655","03 October ","2020-10-03","6547422","101226","5506718","","","","","","","","","","","","","462600","","","","","1139230","","http://twitter.com/ICMRDELHI/status/1327091930115710976","","","","12/11/2020","","","","","","55879778","123101739","","13/11/2020 09:00:00"
"74770","903","76713","04 October ","2020-10-04","6622192","102129","5583431","","","","","","","","","","","","","433736","","","","","929491","","http://twitter.com/ICMRDELHI/status/1327452240676753408","","","","13/11/2020","","","","","","56313514","124031230","","14/11/2020 09:00:00"
"60130","886","75855","05 October ","2020-10-05","6682322","103015","5659286","","","","","","","","","","","","","213948","","","","","805589","","http://twitter.com/ICMRDELHI/status/1327818555035828224","","","","14/11/2020","","","","","","56527462","124836819","","15/11/2020 09:00:00"
"71869","990","81945","06 October ","2020-10-06","6754191","104005","5741231","","","","","","","","","","","","","207819","","","","","861706","","https://twitter.com/ICMRDELHI/status/1328175103880822784?s=20","","","","15/11/2020","","","","","","56735281","125698525","","16/11/2020 09:00:00"
"78809","963","83209","07 October ","2020-10-07","6833000","104968","5824440","","","","","","","","","","","","","361403","","","","","844382","","http://twitter.com/ICMRDELHI/status/1328542403368603654","","","","16/11/2020","","","","","","57096684","126542907","","17/11/2020 09:00:00"
"70797","967","78745","08 October ","2020-10-08","6903797","105935","5903185","","","","","","","","","","","","","525029","","","","","937279","","http://twitter.com/ICMRDELHI/status/1328903118575177730","","","","17/11/2020","","","","","","57621713","127480186","","18/11/2020 09:00:00"
"73305","929","82628","09 October ","2020-10-09","6977102","106864","5985813","","","","","","","","","","","","","560703","","","","","1028203","","http://twitter.com/ICMRDELHI/status/1329267164138803201","","","","18/11/2020","","","","","","58182416","128508389","","19/11/2020 09:00:00"
"74418","921","89024","10 October ","2020-10-10","7051520","107785","6074837","","","","","","","","","","","","","535878","","","","","1083397","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_20Nov2020.pdf","","","","19/11/2020","","","","","","58718294","129591786","","20/11/2020 09:00:00"
"67789","813","71565","11 October ","2020-10-11","7119309","108598","6146402","","","","","","","","","","","","","567454","","","","","1066022","","http://twitter.com/ICMRDELHI/status/1329993707647451138","","","","20/11/2020","","","","","","59285748","130657808","","21/11/2020 09:00:00"
"54262","710","78365","12 October ","2020-10-12","7173571","109308","6224767","","","","","","","","","","","","","536629","","","","","1075326","","http://twitter.com/ICMRDELHI/status/1330352228213743616","","","","21/11/2020","","","","","","59822377","131733134","","22/11/2020 09:00:00"
"63717","727","74079","13 October ","2020-10-13","7237288","110035","6298846","","","","","","","","","","","","","301185","","","","","849596","","https://twitter.com/ICMRDELHI/status/1330715081617801217?s=20","","","","22/11/2020","","","","","","60123562","132582730","","23/11/2020 09:00:00"
"67811","690","81582","14 October ","2020-10-14","7305099","110725","6380428","","","","","","","","","","","","","563281","","","","","1099545","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_24Nov2020.pdf","","","","23/11/2020","","","","","","60686843","133682275","","24/11/2020 09:00:00"
"63441","882","70792","15 October ","2020-10-15","7368540","111607","6451220","","","","","","","","","","","","","552422","","","","","1159032","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_25Nov2020.pdf","","","","24/11/2020","","","","","","61239265","134841307","","25/11/2020 09:00:00"
"62304","840","70568","16 October ","2020-10-16","7430844","112447","6521788","","","","","","","","","","","","","520170","","","","","1090238","","http://twitter.com/ICMRDELHI/status/1331805544739348480","","","","25/11/2020","","","","","","61759435","135931545","","26/11/2020 09:00:00"
"61893","1032","72583","17 October ","2020-10-17","7492737","113479","6594371","","","","","","","","","","","","","496598","","","","","1131204","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_27Nov2020.pdf","","","","26/11/2020","","","","","","62256033","137062749","","27/11/2020 09:00:00"
"56519","582","66418","18 October ","2020-10-18","7549256","114061","6660789","","","","","","","","","","","","","535495","","","","","1157605","","http://twitter.com/ICMRDELHI/status/1332552259826188291","","","","27/11/2020","","","","","","62791528","138220354","","28/11/2020 09:00:00"
"45506","589","69800","19 October ","2020-10-19","7594762","114650","6730589","","","","","","","","","","","","","570035","","","","","1283449","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_29Nov2020.pdf","","","","28/11/2020","","","","","","63361563","139503803","","29/11/2020 09:00:00"
